,Virus,Subtype,clade,genotype,day,Sample,sample_time,ferret,PFU,RNA,AUC_PFU,AUC_RNA,trans,trans_cat,trans_3cat,PFU_unlog,RNA_unlog,RBS,RBS_cat
1,WA239,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6754,0,3.15398802,0,2.867360839,0,non-transmissible,Non-transmissible,,,0,A
2,WA239,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6756,0.529827543,3.420845717,0.16185082,3.173732373,0,non-transmissible,Non-transmissible,,,0,A
3,WA239,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6758,0.830857539,2.812945334,0.94000207,4.16131957,0,non-transmissible,Non-transmissible,,,0,A
4,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6754,0,2.825463771,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
5,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6756,0.592514673,2.854764097,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
6,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6758,0,3.489310144,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
7,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6754,0,2.930677752,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
8,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6756,0.416423414,2.588148957,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
9,WA239,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6758,0.814363423,3.501126475,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
10,WA239,H5N1,2.3.4.4b,D1.1,d1,NW,,6754,4.278753601,7.084392844,5.561697533,8.796132494,0,non-transmissible,Non-transmissible,,,0,A
11,WA239,H5N1,2.3.4.4b,D1.1,d1,NW,,6756,4.33243846,7.379977579,4.938269483,8.606817791,0,non-transmissible,Non-transmissible,,,0,A
12,WA239,H5N1,2.3.4.4b,D1.1,d1,NW,,6758,4,7.136602018,5.494154594,8.629997498,0,non-transmissible,Non-transmissible,,,0,A
13,WA239,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6754,0,3.002796538,0,2.867360839,0,non-transmissible,Non-transmissible,,,0,A
14,WA239,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6756,0,3.26540446,0.16185082,3.173732373,0,non-transmissible,Non-transmissible,,,0,A
15,WA239,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6758,0.830857539,4.421127122,0.94000207,4.16131957,0,non-transmissible,Non-transmissible,,,0,A
16,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6754,0.115393419,3.916384468,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
17,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6756,0,3.439222709,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
18,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6758,0.115393419,3.047391843,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
19,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6754,0,2.982572416,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
20,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6756,0,3.811230136,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
21,WA239,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6758,0.115393419,2.861227805,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
22,WA239,H5N1,2.3.4.4b,D1.1,d2,NW,,6754,5.243038049,8.341628646,5.561697533,8.796132494,0,non-transmissible,Non-transmissible,,,0,A
23,WA239,H5N1,2.3.4.4b,D1.1,d2,NW,,6756,4.322219295,7.791891899,4.938269483,8.606817791,0,non-transmissible,Non-transmissible,,,0,A
24,WA239,H5N1,2.3.4.4b,D1.1,d2,NW,,6758,3.84509804,7.958996327,5.494154594,8.629997498,0,non-transmissible,Non-transmissible,,,0,A
25,WA239,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6754,0,0,0,2.867360839,0,non-transmissible,Non-transmissible,,,0,A
26,WA239,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6756,0.529827543,2.807340221,0.16185082,3.173732373,0,non-transmissible,Non-transmissible,,,0,A
27,WA239,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6758,1.307978794,4.154332661,0.94000207,4.16131957,0,non-transmissible,Non-transmissible,,,0,A
28,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6754,0,2.94904039,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
29,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6756,0,3.077296174,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
30,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6758,0,3.310198861,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
31,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6754,0,3.172027693,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
32,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6756,0.592514673,3.250667675,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
33,WA239,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6758,0.416423414,3.521576885,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
34,WA239,H5N1,2.3.4.4b,D1.1,d3,NW,,6754,5.556302501,8.902756407,5.561697533,8.796132494,0,non-transmissible,Non-transmissible,,,0,A
35,WA239,H5N1,2.3.4.4b,D1.1,d3,NW,,6756,5.041392685,8.820180369,4.938269483,8.606817791,0,non-transmissible,Non-transmissible,,,0,A
36,WA239,H5N1,2.3.4.4b,D1.1,d3,NW,,6758,5.77815125,8.817880397,5.494154594,8.629997498,0,non-transmissible,Non-transmissible,,,0,A
37,WA239,H5N1,2.3.4.4b,D1.1,d5,SPOT,30min,6754,0.529827543,3.492338121,0,2.867360839,0,non-transmissible,Non-transmissible,,,0,A
38,WA239,H5N1,2.3.4.4b,D1.1,d5,SPOT,30min,6756,0.529827543,3.708742116,0.16185082,3.173732373,0,non-transmissible,Non-transmissible,,,0,A
39,WA239,H5N1,2.3.4.4b,D1.1,d5,SPOT,30min,6758,0.529827543,3.590994111,0.94000207,4.16131957,0,non-transmissible,Non-transmissible,,,0,A
40,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6754,0,3.523441645,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
41,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6756,0,4.314525686,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
42,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6758,0.115393419,3.811597827,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
43,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6754,0,3.868925922,-0.185636577,3.746547254,0,non-transmissible,Non-transmissible,,,0,A
44,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6756,0,3.676672117,0.416423414,3.750648824,0,non-transmissible,Non-transmissible,,,0,A
45,WA239,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6758,0,3.242507886,0.554726113,3.582787104,0,non-transmissible,Non-transmissible,,,0,A
46,WA239,H5N1,2.3.4.4b,D1.1,d5,NW,,6754,5.190331698,7.825019528,5.561697533,8.796132494,0,non-transmissible,Non-transmissible,,,0,A
47,WA239,H5N1,2.3.4.4b,D1.1,d5,NW,,6756,4.301029996,9.1867174,4.938269483,8.606817791,0,non-transmissible,Non-transmissible,,,0,A
48,WA239,H5N1,2.3.4.4b,D1.1,d5,NW,,6758,4.146128036,7.837970451,5.494154594,8.629997498,0,non-transmissible,Non-transmissible,,,0,A
49,CA147,H5N1,2.3.4.4b,B3.13,d1,SPOT,30min,6762,1.307978794,4.070013405,0.705918864,4.210105539,0,non-transmissible,Non-transmissible,,,0,A
50,CA147,H5N1,2.3.4.4b,B3.13,d1,SPOT,30min,6763,0.529827543,0,-0.139179176,2.495052975,0,non-transmissible,Non-transmissible,,,0,A
51,CA147,H5N1,2.3.4.4b,B3.13,d1,SPOT,30min,6764,1.830857539,3.665258908,1.392299741,5.928907091,0,non-transmissible,Non-transmissible,,,0,A
52,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6762,1.261521454,4.081243486,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
53,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6763,0.115393419,3.864640119,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
54,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6764,1.546757183,4.710557416,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
55,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6762,0.592514673,3.200429763,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
56,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6763,0.960491459,3.761348645,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
57,CA147,H5N1,2.3.4.4b,B3.13,d1,NIOSH,30min,6764,0.115393419,4.279551077,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
58,CA147,H5N1,2.3.4.4b,B3.13,d1,NW,,6762,6,8.429331901,6.550228353,9.283572264,0,non-transmissible,Non-transmissible,,,0,A
59,CA147,H5N1,2.3.4.4b,B3.13,d1,NW,,6763,6,8.926681762,8.01494035,9.759766348,0,non-transmissible,Non-transmissible,,,0,A
60,CA147,H5N1,2.3.4.4b,B3.13,d1,NW,,6764,6.431363764,8.564859915,7.226599905,9.769077568,0,non-transmissible,Non-transmissible,,,0,A
61,CA147,H5N1,2.3.4.4b,B3.13,d2,SPOT,30min,6762,0,0,0.705918864,4.210105539,0,non-transmissible,Non-transmissible,,,0,A
62,CA147,H5N1,2.3.4.4b,B3.13,d2,SPOT,30min,6763,0,0,-0.139179176,2.495052975,0,non-transmissible,Non-transmissible,,,0,A
63,CA147,H5N1,2.3.4.4b,B3.13,d2,SPOT,30min,6764,1.374925583,6.295149787,1.392299741,5.928907091,0,non-transmissible,Non-transmissible,,,0,A
64,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6762,0,3.334568659,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
65,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6763,0.115393419,4.362963159,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
66,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6764,0,3.561982749,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
67,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6762,0.115393419,4.064377746,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
68,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6763,2.521933599,5.842378696,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
69,CA147,H5N1,2.3.4.4b,B3.13,d2,NIOSH,30min,6764,0,3.400925244,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
70,CA147,H5N1,2.3.4.4b,B3.13,d2,NW,,6762,6.431363764,9.069029696,6.550228353,9.283572264,0,non-transmissible,Non-transmissible,,,0,A
71,CA147,H5N1,2.3.4.4b,B3.13,d2,NW,,6763,8,9.422016726,8.01494035,9.759766348,0,non-transmissible,Non-transmissible,,,0,A
72,CA147,H5N1,2.3.4.4b,B3.13,d2,NW,,6764,7.113943352,9.653130959,7.226599905,9.769077568,0,non-transmissible,Non-transmissible,,,0,A
73,CA147,H5N1,2.3.4.4b,B3.13,d3,SPOT,30min,6762,0.529827543,4.805864431,0.705918864,4.210105539,0,non-transmissible,Non-transmissible,,,0,A
74,CA147,H5N1,2.3.4.4b,B3.13,d3,SPOT,30min,6763,0,2.863029698,-0.139179176,2.495052975,0,non-transmissible,Non-transmissible,,,0,A
75,CA147,H5N1,2.3.4.4b,B3.13,d3,SPOT,30min,6764,0,4.047708019,1.392299741,5.928907091,0,non-transmissible,Non-transmissible,,,0,A
76,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6762,0.893544669,4.295555994,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
77,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6763,0.71745341,3.768266369,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
78,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6764,0.416423414,4.281765212,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
79,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6762,0,4.171058569,0.911273436,4.277248748,0,non-transmissible,Non-transmissible,,,0,A
80,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6763,1.018483406,3.567700511,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
81,CA147,H5N1,2.3.4.4b,B3.13,d3,NIOSH,30min,6764,0.893544669,4.685415601,1.069635928,4.574933688,0,non-transmissible,Non-transmissible,,,0,A
82,CA147,H5N1,2.3.4.4b,B3.13,d3,NW,,6762,5.84509804,9.089589494,6.550228353,9.283572264,0,non-transmissible,Non-transmissible,,,0,A
83,CA147,H5N1,2.3.4.4b,B3.13,d3,NW,,6763,6.77815125,9.730211013,8.01494035,9.759766348,0,non-transmissible,Non-transmissible,,,0,A
84,CA147,H5N1,2.3.4.4b,B3.13,d3,NW,,6764,6.698970004,9.377745405,7.226599905,9.769077568,0,non-transmissible,Non-transmissible,,,0,A
85,CA147,H5N1,2.3.4.4b,B3.13,d5,SPOT,30min,6763,0,0,-0.139179176,2.495052975,0,non-transmissible,Non-transmissible,,,0,A
86,CA147,H5N1,2.3.4.4b,B3.13,d5,NIOSH,30min,6763,1.620543397,4.597838943,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
87,CA147,H5N1,2.3.4.4b,B3.13,d5,NIOSH,30min,6763,0.893544669,4.550535421,2.23924506,5.562306985,0,non-transmissible,Non-transmissible,,,0,A
88,CA147,H5N1,2.3.4.4b,B3.13,d5,NW,,6763,6.579783597,9.264276841,8.01494035,9.759766348,0,non-transmissible,Non-transmissible,,,0,A
89,BC,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6759,1.529827543,3.178212483,0.860820824,2.509205764,0,non-transmissible,Non-transmissible,,,0,A
90,BC,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6760,1.131887535,0,0.462880816,2.843277589,0,non-transmissible,Non-transmissible,,,0,A
91,BC,H5N1,2.3.4.4b,D1.1,d1,SPOT,30min,6761,0,0,-0.139179176,0,0,non-transmissible,Non-transmissible,,,0,A
92,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6759,0.416423414,3.021134103,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
93,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6759,0,0,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
94,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6760,0.592514673,2.883788666,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
95,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6760,0.115393419,0,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
96,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6761,0.416423414,2.517383074,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
97,BC,H5N1,2.3.4.4b,D1.1,d1,NIOSH,30min,6761,0,0,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
98,BC,H5N1,2.3.4.4b,D1.1,d1,NW,,6759,5.698970004,7.5018531,6.648360011,8.939200246,0,non-transmissible,Non-transmissible,,,0,A
99,BC,H5N1,2.3.4.4b,D1.1,d1,NW,,6760,6.342422681,7.801397273,6.991226076,9.059594212,0,non-transmissible,Non-transmissible,,,0,A
100,BC,H5N1,2.3.4.4b,D1.1,d1,NW,,6761,5.380211242,6.847668769,6.609594409,8.635116324,0,non-transmissible,Non-transmissible,,,0,A
101,BC,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6759,0,0,0.860820824,2.509205764,0,non-transmissible,Non-transmissible,,,0,A
102,BC,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6760,0,0,0.462880816,2.843277589,0,non-transmissible,Non-transmissible,,,0,A
103,BC,H5N1,2.3.4.4b,D1.1,d2,SPOT,30min,6761,0,0,-0.139179176,0,0,non-transmissible,Non-transmissible,,,0,A
104,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6759,0,2.926257729,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
105,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6759,0,0,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
106,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6760,0.893544669,2.924701914,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
107,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6760,0,3.238589479,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
108,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6761,0,0,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
109,BC,H5N1,2.3.4.4b,D1.1,d2,NIOSH,30min,6761,0,0,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
110,BC,H5N1,2.3.4.4b,D1.1,d2,NW,,6759,6.568201724,8.799120588,6.648360011,8.939200246,0,non-transmissible,Non-transmissible,,,0,A
111,BC,H5N1,2.3.4.4b,D1.1,d2,NW,,6760,6.568201724,8.787102469,6.991226076,9.059594212,0,non-transmissible,Non-transmissible,,,0,A
112,BC,H5N1,2.3.4.4b,D1.1,d2,NW,,6761,6.447158031,8.398040177,6.609594409,8.635116324,0,non-transmissible,Non-transmissible,,,0,A
113,BC,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6759,0,0,0.860820824,2.509205764,0,non-transmissible,Non-transmissible,,,0,A
114,BC,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6760,0,3.512284307,0.462880816,2.843277589,0,non-transmissible,Non-transmissible,,,0,A
115,BC,H5N1,2.3.4.4b,D1.1,d3,SPOT,30min,6761,0.529827543,0,-0.139179176,0,0,non-transmissible,Non-transmissible,,,0,A
116,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6759,0,0,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
117,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6759,0,0,-0.185636577,2.835300056,0,non-transmissible,Non-transmissible,,,0,A
118,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6760,1.018483406,3.760274955,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
119,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6760,1.115393419,3.304842068,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
120,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6761,0.592514673,3.478085173,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
121,BC,H5N1,2.3.4.4b,D1.1,d3,NIOSH,30min,6761,0,0,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
122,BC,H5N1,2.3.4.4b,D1.1,d3,NW,,6759,6,8.650892383,6.648360011,8.939200246,0,non-transmissible,Non-transmissible,,,0,A
123,BC,H5N1,2.3.4.4b,D1.1,d3,NW,,6760,7,9.002543508,6.991226076,9.059594212,0,non-transmissible,Non-transmissible,,,0,A
124,BC,H5N1,2.3.4.4b,D1.1,d3,NW,,6761,6.361727836,8.55158716,6.609594409,8.635116324,0,non-transmissible,Non-transmissible,,,0,A
125,BC,H5N1,2.3.4.4b,D1.1,d5,SPOT,30min,6760,0,3.689157213,0.462880816,2.843277589,0,non-transmissible,Non-transmissible,,,0,A
126,BC,H5N1,2.3.4.4b,D1.1,d5,SPOT,30min,6761,0,0,-0.139179176,0,0,non-transmissible,Non-transmissible,,,0,A
127,BC,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6760,0.903089987,3.773568755,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
128,BC,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6760,0.124938737,3.639406409,1.044812344,3.53424408,0,non-transmissible,Non-transmissible,,,0,A
129,BC,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6761,0,2.790003978,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
130,BC,H5N1,2.3.4.4b,D1.1,d5,NIOSH,30min,6761,0,0,0.212303432,2.92114102,0,non-transmissible,Non-transmissible,,,0,A
131,BC,H5N1,2.3.4.4b,D1.1,d5,NW,,6760,6,8.309011883,6.991226076,9.059594212,0,non-transmissible,Non-transmissible,,,0,A
132,BC,H5N1,2.3.4.4b,D1.1,d5,NW,,6761,6.431363764,8.68604708,6.609594409,8.635116324,0,non-transmissible,Non-transmissible,,,0,A
